id,name,name_en,grade,category,description,ingredient_1_id,ingredient_2_id,tool
269,사테,satay,D,퓨전-메인,"꼬치에 고기를 꿰어 구운 동남아 요리.",62,,오븐
270,렌당,rendang,C,퓨전-메인,"소고기를 카레에 푹 조린 인도네시아 요리.",62,86,냄비
271,가도가도,gado_gado,E,퓨전-사이드,"야채에 땅콩 소스를 뿌린 인도네시아 샐러드.",54,40,
272,솜롤,lumpia,D,퓨전-메인,"밀가루 반죽에 야채를 말아 튀긴 필리핀 춘권.",42,54,후라이팬
273,아도보,adobo,D,퓨전-메인,"닭고기를 간장에 조린 필리핀 요리.",64,82,냄비
274,칼데레타,kaldereta,C,퓨전-메인,"소고기를 토마토 소스에 조린 필리핀 스튜.",62,73,냄비
275,시니강,sinigang,D,퓨전-메인,"새우와 야채를 신맛 나게 끓인 필리핀 수프.",67,37,냄비
276,팬싯,pancit,D,퓨전-메인,"면과 야채를 볶은 필리핀 요리.",46,54,후라이팬
277,하로하로,halo_halo,D,디저트,"아이스크림과 과일을 섞은 필리핀 디저트.",196,34,
278,춘권,spring_roll,D,중식-메인,"밀가루 반죽에 야채를 말아 튀긴 중국 튀김.",42,54,후라이팬
279,완탕,wonton,E,중식-메인,"밀가루 반죽에 다진 고기를 넣고 삶은 중국 만두.",42,56,냄비
280,완탕면,wonton_noodles,D,중식-메인,"면과 완탕을 육수에 넣은 중국 국수.",46,279,냄비
281,차슈,chashu,D,일식-메인,"돼지고기를 간장에 조린 일본식 고기.",63,82,냄비
282,규카츠,gyukatsu,D,일식-메인,"튀김 반죽을 입힌 소고기를 튀긴 일본식 커틀릿.",85,16,후라이팬
283,에비카츠,ebi_katsu,D,일식-메인,"튀김 반죽을 입힌 새우를 튀긴 일본식 커틀릿.",85,22,후라이팬
284,치킨카츠,chicken_katsu,D,일식-메인,"튀김 반죽을 입힌 닭고기를 튀긴 일본식 커틀릿.",85,18,후라이팬
285,카레우동,curry_udon,D,퓨전-메인,"우동과 카레 베이스를 섞은 일본식 카레 국수.",148,86,냄비
286,카레빵,curry_bread,D,퓨전-간식,"빵에 카레를 넣고 튀긴 일본식 간식.",47,86,후라이팬
287,야키니쿠,yakiniku,D,일식-메인,"소고기를 불에 구운 일본식 바비큐.",62,,후라이팬
288,샤브샤브,shabu_shabu,C,일식-메인,"얇은 고기를 육수에 데쳐 먹는 일본식 요리.",16,59,냄비
289,스키야키,sukiyaki,C,일식-메인,"소고기와 야채를 간장에 조리는 일본식 전골.",62,82,냄비
290,규탄,gyutan,D,일식-메인,"소 혀를 구운 일본 센다이 특산 요리.",16,,후라이팬
291,모츠나베,motsunabe,C,일식-메인,"곱창과 야채를 육수에 끓인 일본식 전골.",17,58,냄비
292,오뎅나베,oden_nabe,D,일식-메인,"어묵과 야채를 육수에 끓인 일본식 전골.",246,58,냄비
293,키무치나베,kimuchi_nabe,D,퓨전-메인,"김치와 고기를 육수에 끓인 일본식 김치찌개.",90,17,냄비
294,카레나베,curry_nabe,C,퓨전-메인,"카레와 고기를 육수에 끓인 일본식 카레 전골.",86,64,냄비
295,돈코츠라멘,tonkotsu_ramen,C,일식-메인,"돼지뼈 육수에 면을 넣은 일본 하카타식 라멘.",17,46,냄비
296,미소라멘,miso_ramen,D,일식-메인,"된장을 넣은 일본 삿포로식 라멘.",149,83,냄비
297,쇼유라멘,shoyu_ramen,D,일식-메인,"간장을 넣은 도쿄식 라멘.",149,82,냄비
298,시오라멘,shio_ramen,D,일식-메인,"소금 맛 육수에 면을 넣은 일본 라멘.",149,33,냄비
299,츠케멘,tsukemen,D,일식-메인,"면을 따로 담고 육수에 찍어 먹는 일본 라멘.",46,58,
300,소바,soba,E,일식-메인,"메밀면을 차갑게 먹는 일본 국수.",46,82,
301,자루소바,zaru_soba,E,일식-메인,"차가운 소바를 간장에 찍어 먹는 일본 요리.",300,82,
302,카케우동,kake_udon,E,일식-메인,"뜨거운 육수에 우동을 넣은 기본 우동.",148,58,냄비
303,텐동,tendon,D,일식-메인,"밥 위에 덴푸라를 얹은 일본 덮밥.",41,151,
304,우나기동,unagidon,B,일식-메인,"밥 위에 장어구이를 얹은 일본 고급 덮밥.",41,21,오븐
305,이쿠라동,ikuradon,B,일식-메인,"밥 위에 연어알을 얹은 일본 덮밥.",41,20,
306,네기토로동,negitoro_don,C,일식-메인,"밥 위에 참치를 얹은 일본 덮밥.",41,25,
307,치라시,chirashi,C,일식-메인,"밥 위에 여러 생선회를 얹은 일본 덮밥.",41,147,
308,마키,maki,D,일식-메인,"밥과 야채를 김으로 말은 일본식 김밥.",41,27,
309,테마키,temaki,D,일식-메인,"김에 밥과 회를 손으로 말아 먹는 일본식 초밥.",146,27,
310,이나리,inari,E,일식-메인,"유부에 밥을 넣은 일본식 초밥.",41,11,
311,오니기리,onigiri,F,일식-메인,"밥을 삼각형으로 뭉쳐 김을 두른 일본식 주먹밥.",41,27,
312,오차즈케,ochazuke,E,일식-메인,"밥에 차를 부어 먹는 일본식 요리.",41,231,
313,다마고야키,tamagoyaki,E,일식-사이드,"계란을 말아서 만든 일본식 계란말이.",69,,후라이팬
314,니쿠자가,nikujaga,D,일식-메인,"소고기와 감자를 간장에 조린 일본 가정식.",62,43,냄비
315,카레코로케,curry_korokke,D,퓨전-간식,"카레를 넣고 튀긴 일본식 고로케.",161,85,후라이팬
316,크림코로케,cream_korokke,D,양식-간식,"크림을 넣고 튀긴 일본식 크로켓.",74,85,후라이팬
317,감자코로케,potato_korokke,D,양식-간식,"감자를 으깨 튀긴 일본식 감자 크로켓.",43,85,후라이팬
318,멘치카츠,menchi_katsu,D,일식-메인,"다진 고기를 튀긴 일본식 미트커틀릿.",56,85,후라이팬
319,함바그,hamburg_steak,D,일식-메인,"다진 소고기를 뭉쳐 구운 일본식 햄버그.",56,,후라이팬
320,덴무스,tenmusu,E,일식-메인,"주먹밥에 새우튀김을 넣은 나고야 명물.",311,151,
321,나가사키짬뽕,nagasaki_champon,D,일식-메인,"해산물과 야채를 넣은 나가사키식 짬뽕.",132,67,냄비
322,히로시마야키,hiroshima_yaki,D,일식-메인,"면을 넣은 히로시마식 오코노미야키.",153,46,후라이팬
323,모단야키,modan_yaki,D,일식-메인,"면을 넣은 오사카식 오코노미야키.",153,46,후라이팬
324,네기야키,negiyaki,E,일식-메인,"파를 듬뿍 넣은 오사카식 전.",42,13,후라이팬
325,타이야키,taiyaki,E,일식-디저트,"밀가루 반죽에 팥을 넣고 구운 물고기 모양 일본 간식.",42,8,오븐
326,도라야키,dorayaki,E,일식-디저트,"팬케이크 사이에 팥을 넣은 일본 과자.",186,8,
327,다이후쿠,daifuku,E,일식-디저트,"떡 안에 팥을 넣은 일본식 떡.",217,8,
328,모찌,mochi,F,일식-디저트,"쌀을 쪄서 만든 일본식 떡.",28,33,냄비
329,모나카,monaka,E,일식-디저트,"과자 사이에 팥을 넣은 일본 전통 과자.",42,8,
330,요칸,yokan,E,일식-디저트,"팥을 굳혀 만든 일본 전통 양갱.",8,33,냄비
331,카스테라,castella,D,일식-디저트,"계란과 밀가루로 만든 일본식 카스텔라.",31,42,오븐
332,센베이,senbei,E,일식-간식,"쌀로 만든 일본 전통 과자.",28,,오븐
333,아라레,arare,E,일식-간식,"쌀을 작게 구운 일본 전통 과자.",28,,오븐
334,포키,pocky,E,일식-간식,"빵 막대에 초콜릿을 입힌 일본 과자.",47,77,
335,토핑,topping,E,일식-간식,"쿠키에 초콜릿을 입힌 일본 과자.",181,77,
336,하이츄,hi_chew,E,일식-간식,"과일맛 젤리 캔디.",79,,
337,킷캣,kitkat,E,양식-간식,"웨하스에 초콜릿을 입힌 과자.",187,77,
338,뽀빠이,popeye,E,간식,"빵 과자에 초콜릿을 입힌 한국 과자.",181,77,
339,초코파이,choco_pie,D,한식-디저트,"마시멜로를 케이크로 감싸고 초콜릿을 입힌 한국 과자.",180,77,
340,약밥,yakbap,D,한식-디저트,"찹쌀에 대추와 꿀을 섞어 찐 한국 전통 음식.",28,33,냄비
341,수제비,sujebi,E,한식-메인,"밀가루 반죽을 떼어 육수에 넣고 끓인 한국 수프.",42,59,냄비
342,칼국수,kalguksu,E,한식-메인,"밀가루 면을 육수에 넣고 끓인 한국 국수.",46,58,냄비
343,비빔국수,bibim_guksu,E,한식-메인,"면에 고추장을 섞어 비빈 한국식 비빔 국수.",46,84,
344,냉면,naengmyeon,D,한식-메인,"차가운 육수에 메밀면을 넣은 한국 여름 국수.",46,59,
345,물냉면,mul_naengmyeon,D,한식-메인,"차가운 육수에 메밀면을 넣은 평양식 냉면.",344,59,냄비
346,비빔냉면,bibim_naengmyeon,D,한식-메인,"메밀면에 고추장을 섞은 함흥식 냉면.",344,84,
347,막국수,makguksu,E,한식-메인,"메밀면을 차갑게 먹는 강원도 국수.",46,82,
348,콩국수,kongguksu,E,한식-메인,"콩물에 면을 넣은 한국 여름 국수.",46,49,냄비
349,잔치국수,janchi_guksu,E,한식-메인,"맑은 육수에 면을 넣은 한국 잔치 국수.",46,58,냄비
350,쫄면,jjolmyeon,E,한식-메인,"쫄깃한 면에 고추장을 섞은 한국 비빔 국수.",46,84,
351,족발,jokbal,C,한식-메인,"돼지 족을 간장에 푹 삶은 한국 요리.",17,82,냄비
352,보쌈,bossam,C,한식-메인,"돼지고기를 삶아 쌈 채소와 먹는 한국 요리.",63,6,냄비
353,순두부찌개,sundubu_jjigae,D,한식-메인,"두부와 해물을 고추장에 끓인 얼큰한 찌개.",11,61,냄비
354,부대찌개,budae_jjigae,C,한식-메인,"육수에 면과 고기를 넣고 끓인 한국식 부대찌개.",61,46,냄비
355,갈비탕,galbitang,B,한식-메인,"소갈비를 푹 끓여 만든 깊은 맛의 한국 탕.",62,59,냄비
356,설렁탕,seolleongtang,C,한식-메인,"소뼈를 푹 끓여 만든 뽀얀 한국 국물.",16,33,냄비
357,곰탕,gomtang,C,한식-메인,"소고기를 푹 끓여 만든 진한 한국 탕.",62,59,냄비
358,해장국,haejangguk,D,한식-메인,"소고기와 야채를 넣고 끓인 한국 해장 국.",62,9,냄비
359,육개장,yukgaejang,C,한식-메인,"소고기를 고추가루로 매콤하게 끓인 한국 탕.",62,15,냄비
360,추어탕,chueotang,D,한식-메인,"미꾸라지를 끓여 만든 구수한 한국 보양식.",23,83,냄비
361,감자탕,gamjatang,C,한식-메인,"돼지뼈와 감자를 매콤하게 끓인 한국 탕.",17,43,냄비
362,해물탕,haemultang,C,한식-메인,"해산물을 매콤하게 끓인 한국 탕.",67,15,냄비
363,아구찜,agu_jjim,B,한식-메인,"아귀와 야채를 매콤하게 찐 한국 요리.",23,84,냄비
364,찜닭,jjimdak,C,한식-메인,"닭고기와 야채를 간장에 푹 조린 한국 요리.",64,82,냄비
365,닭갈비,dakgalbi,C,한식-메인,"닭고기와 야채를 고추장에 볶은 춘천 명물.",64,84,후라이팬
366,안동찜닭,andong_jjimdak,B,한식-메인,"닭고기를 간장에 푹 조린 안동 명물.",64,82,냄비
367,쭈꾸미볶음,jjukkumi_bokkeum,D,한식-메인,"쭈꾸미를 고추장에 매콤하게 볶은 요리.",23,84,후라이팬
368,낙지볶음,nakji_bokkeum,D,한식-메인,"낙지를 고추장에 매콤하게 볶은 요리.",23,84,후라이팬
369,오징어볶음,ojingeo_bokkeum,D,한식-메인,"오징어를 고추장에 매콤하게 볶은 요리.",66,84,후라이팬
370,해물찜,haemul_jjim,C,한식-메인,"해산물을 매콤하게 찐 한국 요리.",67,84,냄비
371,가리비구이,grilled_scallop,E,한식-메인,"가리비를 구운 간단한 요리.",24,,후라이팬
372,전복죽,abalone_porridge,B,한식-메인,"전복과 밥을 끓여 만든 고급 죽.",24,41,냄비
373,굴국밥,oyster_rice_soup,D,한식-메인,"굴과 밥을 육수에 끓인 한국 국밥.",24,41,냄비
374,홍합탕,mussel_soup,E,한식-메인,"홍합을 육수에 끓인 시원한 탕.",24,61,냄비
375,바지락칼국수,clam_kalguksu,D,한식-메인,"바지락 육수에 칼국수를 넣은 한국 국수.",61,342,냄비
376,해물칼국수,seafood_kalguksu,D,한식-메인,"해물 육수에 칼국수를 넣은 한국 국수.",61,342,냄비
377,들깨칼국수,perilla_kalguksu,D,한식-메인,"들깨를 갈아 넣은 고소한 칼국수.",342,8,냄비
378,팥죽,red_bean_porridge,E,한식-디저트,"팥과 밥을 끓여 만든 한국 전통 죽.",8,41,냄비
379,호박죽,pumpkin_porridge,E,한식-디저트,"호박과 밥을 끓여 만든 달콤한 죽.",10,41,냄비
380,잣죽,pine_nut_porridge,D,한식-디저트,"잣과 밥을 갈아 끓인 고소한 죽.",40,41,냄비
381,전복구이,grilled_abalone,B,한식-메인,"전복을 구운 고급 요리.",24,,오븐
382,소라구이,grilled_turban_shell,E,한식-메인,"소라를 구운 바다 간식.",24,,후라이팬
383,골뱅이무침,spicy_whelk_salad,D,한식-사이드,"골뱅이와 야채를 고추장에 무친 한국 반찬.",24,84,
384,멍게,sea_squirt,F,한식-사이드,"신선한 멍게를 그대로 먹는 해산물.",24,,
385,해삼,sea_cucumber,F,한식-사이드,"신선한 해삼을 그대로 먹는 해산물.",24,,
386,성게알,sea_urchin,E,한식-사이드,"성게알을 밥과 함께 먹는 해산물.",24,41,
387,명란젓,pollock_roe,E,한식-사이드,"명란을 소금에 절인 한국 젓갈.",20,33,
388,창란젓,pollock_intestine_jeot,E,한식-사이드,"명태 창자를 소금에 절인 한국 젓갈.",20,33,
389,오징어젓갈,squid_jeotgal,E,한식-사이드,"오징어를 소금에 절인 한국 젓갈.",23,33,
390,새우젓,saeujeot,E,한식-사이드,"새우를 소금에 절인 한국 젓갈.",22,33,
391,멸치볶음,stir_fried_anchovy,E,한식-사이드,"멸치를 간장에 볶은 한국 반찬.",25,82,후라이팬
392,멸치국수,anchovy_noodle,E,한식-메인,"멸치 육수에 면을 넣은 한국 국수.",25,46,냄비
393,어묵볶음,stir_fried_eomuk,E,한식-사이드,"어묵을 고추장에 볶은 한국 반찬.",246,84,후라이팬
394,콩나물무침,seasoned_bean_sprouts,F,한식-사이드,"콩나물을 데쳐 무친 한국 반찬.",8,82,
395,시금치나물,seasoned_spinach,F,한식-사이드,"시금치를 데쳐 무친 한국 반찬.",48,82,
396,도라지나물,seasoned_bellflower_root,E,한식-사이드,"도라지를 무친 한국 반찬.",12,82,
397,고사리나물,seasoned_bracken,E,한식-사이드,"고사리를 무친 한국 반찬.",12,82,
398,숙주나물,seasoned_mung_bean_sprouts,F,한식-사이드,"숙주를 데쳐 무친 한국 반찬.",8,82,
399,무생채,seasoned_radish,F,한식-사이드,"무를 채썰어 무친 한국 반찬.",7,84,
400,오이무침,seasoned_cucumber,F,한식-사이드,"오이를 무친 한국 반찬.",5,84,
401,깍두기,kkakdugi,E,한식-사이드,"무를 깍둑썰어 담근 김치.",7,15,
402,총각김치,ponytail_kimchi,E,한식-사이드,"총각무로 담근 김치.",7,15,
403,파김치,green_onion_kimchi,E,한식-사이드,"파로 담근 김치.",13,15,
404,갓김치,mustard_leaf_kimchi,E,한식-사이드,"갓으로 담근 김치.",12,15,
405,열무김치,young_radish_kimchi,E,한식-사이드,"열무로 담근 김치.",7,15,
406,동치미,radish_water_kimchi,E,한식-사이드,"무를 물에 담근 김치.",7,33,냄비
407,나박김치,nabak_kimchi,E,한식-사이드,"무와 배추를 물에 담근 김치.",7,6,냄비
408,오이소박이,cucumber_kimchi,E,한식-사이드,"오이에 소를 넣어 담근 김치.",5,15,
409,백김치,white_kimchi,E,한식-사이드,"고추 없이 담근 하얀 김치.",6,14,
410,보쌈김치,bossam_kimchi,D,한식-사이드,"속을 화려하게 넣은 보쌈용 김치.",6,24,
411,장아찌,jangajji,E,한식-사이드,"야채를 간장에 절인 한국 반찬.",9,82,
412,마늘종볶음,stir_fried_garlic_stems,E,한식-사이드,"마늘종을 볶은 한국 반찬.",14,84,후라이팬
413,고추장아찌,chili_jangajji,E,한식-사이드,"고추를 간장에 절인 한국 반찬.",15,82,
414,깻잎지,perilla_leaf_kimchi,E,한식-사이드,"깻잎을 간장에 절인 한국 반찬.",12,82,
415,무말랭이무침,dried_radish_salad,E,한식-사이드,"무말랭이를 무친 한국 반찬.",7,84,
416,건새우볶음,stir_fried_dried_shrimp,E,한식-사이드,"건새우를 볶은 한국 반찬.",22,82,후라이팬
417,견과류조림,braised_nuts,E,한식-사이드,"견과류를 조린 한국 반찬.",40,82,냄비
418,두부조림,braised_tofu,E,한식-사이드,"두부를 간장에 조린 한국 반찬.",11,82,냄비
419,콩조림,braised_beans,E,한식-사이드,"콩을 간장에 조린 한국 반찬.",49,82,냄비
420,감자조림,braised_potato,E,한식-사이드,"감자를 간장에 조린 한국 반찬.",43,82,냄비
421,우엉조림,braised_burdock,E,한식-사이드,"우엉을 간장에 조린 한국 반찬.",7,82,냄비
422,연근조림,braised_lotus_root,E,한식-사이드,"연근을 간장에 조린 한국 반찬.",7,82,냄비
423,장조림,braised_beef_in_soy_sauce,D,한식-사이드,"소고기를 간장에 푹 조린 한국 반찬.",62,82,냄비
424,메추리알장조림,braised_quail_eggs,E,한식-사이드,"메추리알을 간장에 조린 한국 반찬.",31,82,냄비
425,두부김치,dubu_kimchi,D,한식-메인,"두부와 김치를 볶아 함께 먹는 한국 요리.",11,90,후라이팬
426,김치볶음밥,kimchi_fried_rice,D,한식-메인,"밥과 김치를 볶은 한국 볶음밥.",41,90,후라이팬
427,새우볶음밥,shrimp_fried_rice,D,한식-메인,"밥과 새우를 볶은 한국 볶음밥.",41,67,후라이팬
428,오므라이스김치,kimchi_omurice,C,퓨전-메인,"김치볶음밥을 계란으로 감싼 한국식 오므라이스.",426,69,후라이팬
429,돌솥비빔밥,dolsot_bibimbap,C,한식-메인,"뜨거운 돌솥에 담은 비빔밥.",100,41,
430,전주비빔밥,jeonju_bibimbap,B,한식-메인,"나물을 화려하게 담은 전주식 비빔밥.",100,70,
431,육회비빔밥,yukhoe_bibimbap,A,한식-메인,"생소고기를 얹은 비빔밥.",100,16,
432,회덮밥,hoe_deopbap,C,한식-메인,"밥 위에 생선회를 얹은 한국식 덮밥.",41,147,
433,알밥,al_bap,C,한식-메인,"밥 위에 생선알을 얹은 한국식 덮밥.",41,20,
434,광어회,flatfish_sashimi,E,한식-메인,"신선한 광어를 얇게 썬 회.",20,,
435,우럭회,rockfish_sashimi,E,한식-메인,"신선한 우럭을 얇게 썬 회.",20,,
436,참치회,tuna_sashimi,D,한식-메인,"신선한 참치를 얇게 썬 회.",25,,
437,연어회,salmon_sashimi,D,한식-메인,"신선한 연어를 얇게 썬 회.",20,,
438,문어회,octopus_sashimi,E,한식-메인,"데친 문어를 얇게 썬 회.",66,,
439,오징어회,squid_sashimi,F,한식-메인,"신선한 오징어를 얇게 썬 회.",23,,
440,한우,hanwoo,A,한식-메인,"한국산 소고기를 구운 최고급 요리.",62,,후라이팬
441,갈비구이,grilled_ribs,B,한식-메인,"소갈비를 구운 한국 바비큐.",62,,후라이팬
442,삼겹살,samgyeopsal,C,한식-메인,"돼지 삼겹살을 구운 한국 대표 고기.",63,,후라이팬
443,목살,mok_sal,C,한식-메인,"돼지 목살을 구운 한국 고기.",63,,후라이팬
444,항정살,hang_jeong_sal,B,한식-메인,"돼지 항정살을 구운 고급 부위.",63,,후라이팬
445,LA갈비,la_galbi,A,한식-메인,"미국식으로 자른 소갈비 구이.",62,82,후라이팬
446,양념갈비,seasoned_galbi,B,한식-메인,"간장에 재운 소갈비 구이.",62,82,후라이팬
447,돼지갈비,pork_ribs,C,한식-메인,"돼지갈비를 구운 한국 바비큐.",63,,후라이팬
448,양념치킨,seasoned_chicken,C,한식-메인,"닭고기를 튀겨 양념에 버무린 한국 치킨.",64,84,후라이팬
449,간장치킨,soy_chicken,C,한식-메인,"닭고기를 튀겨 간장에 버무린 한국 치킨.",64,82,후라이팬
450,후라이드치킨,fried_chicken,C,한식-메인,"닭고기를 튀긴 바삭한 한국 치킨.",64,85,후라이팬
451,반반치킨,half_and_half_chicken,C,한식-메인,"양념과 후라이드를 반반 섞은 한국 치킨.",448,450,
452,마늘치킨,garlic_chicken,C,한식-메인,"닭고기를 튀겨 마늘 소스를 입힌 한국 치킨.",450,52,
453,파닭,green_onion_chicken,C,한식-메인,"닭고기를 튀겨 파를 듬뿍 얹은 한국 치킨.",450,55,
454,허니버터치킨,honey_butter_chicken,C,한식-메인,"닭고기를 튀겨 허니버터 소스를 입힌 치킨.",450,75,
455,찜닭순살,boneless_jjimdak,C,한식-메인,"뼈를 제거한 찜닭.",364,64,
456,닭발,dakbal,C,한식-메인,"닭발을 매콤하게 조린 한국 요리.",18,84,냄비
457,닭똥집,chicken_gizzard,E,한식-메인,"닭똥집을 구운 한국 고기.",18,,후라이팬
458,염통,heart,E,한식-메인,"염통을 구운 한국 고기.",16,,후라이팬
459,곱창,gopchang,C,한식-메인,"소 곱창을 구운 한국 고기.",16,,후라이팬
460,대창,daechang,C,한식-메인,"소 대창을 구운 한국 고기.",16,,후라이팬
461,막창,makchang,C,한식-메인,"돼지 막창을 구운 한국 고기.",17,,후라이팬
462,곱창전골,gopchang_jeongol,C,한식-메인,"곱창과 야채를 끓인 한국 전골.",459,9,냄비
463,순대국,sundae_guk,D,한식-메인,"순대를 육수에 넣고 끓인 한국 국.",103,59,냄비
464,순대볶음,stir_fried_sundae,D,한식-메인,"순대를 고추장에 볶은 한국 요리.",103,84,후라이팬
465,떡갈비,tteokgalbi,C,한식-메인,"다진 소고기를 뭉쳐 구운 한국 떡갈비.",56,82,후라이팬
466,소불고기,so_bulgogi,C,한식-메인,"소고기를 간장에 재워 볶은 한국 불고기.",98,62,후라이팬
467,돼지불고기,pork_bulgogi,C,한식-메인,"돼지고기를 간장에 재워 볶은 한국 불고기.",63,82,후라이팬
468,오리구이,grilled_duck,C,한식-메인,"오리고기를 구운 한국 요리.",19,,후라이팬
469,훈제오리,smoked_duck,B,한식-메인,"오리고기를 훈제한 한국 요리.",19,,오븐
470,삼계탕냉면,samgyetang_naengmyeon,B,퓨전-메인,"삼계탕 국물에 냉면을 넣은 퓨전 요리.",104,344,냄비
471,갈비탕냉면,galbitang_naengmyeon,B,퓨전-메인,"갈비탕 국물에 냉면을 넣은 퓨전 요리.",355,344,냄비
472,떡라면,tteok_ramyeon,E,한식-메인,"라면에 떡을 넣은 한국 요리.",249,217,냄비
473,치즈라면,cheese_ramyeon,E,한식-메인,"라면에 치즈를 넣은 한국 요리.",249,76,냄비
474,김치라면,kimchi_ramyeon,E,한식-메인,"라면에 김치를 넣은 한국 요리.",249,90,냄비
475,짜파구리,jjapaghuri,D,퓨전-메인,"짜파게티와 너구리를 섞은 한국 퓨전 라면.",250,249,냄비
476,불닭볶음면,buldak_bokkeum_myeon,D,한식-메인,"매운 소스에 면을 볶은 한국 라면.",46,84,후라이팬
477,팔도비빔면,paldo_bibim_myeon,E,한식-메인,"면에 고추장을 섞은 한국 비빔면.",46,84,
478,냉라면,cold_ramyeon,E,한식-메인,"차갑게 먹는 한국 라면.",249,,
479,짬짜면,jjamjjamyeon,D,퓨전-메인,"짜장면과 짬뽕을 섞은 한국 요리.",131,132,
480,유니짜장,uni_jjajang,B,퓨전-메인,"짜장면에 성게알을 얹은 고급 요리.",131,386,
481,짬뽕밥,jjamppong_bap,D,퓨전-메인,"짬뽕에 밥을 말아 먹는 한국 요리.",132,41,
482,볶음짬뽕,bokkeum_jjamppong,D,중식-메인,"짬뽕을 볶아 만든 중국 요리.",132,,후라이팬
483,간짜장,gan_jjajang,D,중식-메인,"물 없이 걸쭉하게 만든 짜장면.",131,,후라이팬
484,삼선짜장,samseon_jjajang,C,중식-메인,"해산물을 넣은 고급 짜장면.",131,67,후라이팬
485,사천짜장,sacheon_jjajang,D,중식-메인,"매콤한 사천식 짜장면.",131,15,후라이팬
486,울면,ulmyeon,D,중식-메인,"일본식 우동과 짬뽕을 섞은 요리.",132,148,냄비
487,쟁반짜장,jjaengban_jjajang,C,중식-메인,"쟁반에 담아 먹는 고급 짜장면.",131,67,
488,유산슬,yusanseul,C,중식-메인,"해산물과 야채를 볶은 중국 요리.",67,54,후라이팬
489,라조육,lazoyuk,C,중식-메인,"돼지고기를 고추와 볶은 매운 중국 요리.",63,15,후라이팬
490,깐쇼새우,kkanpungshrimp,C,중식-메인,"새우를 튀겨 매콤달콤하게 볶은 중국 요리.",67,84,후라이팬
491,유린기,yuringi,C,중식-메인,"닭고기를 튀겨 파기름을 뿌린 중국 요리.",64,55,후라이팬
492,양꼬치,yang_kkochi,C,중식-메인,"양고기를 꼬치에 꿰어 구운 중국 요리.",17,,후라이팬
493,훠궈,huoguo,B,중식-메인,"매운 육수에 고기와 야채를 넣고 끓이는 중국 전골.",59,15,냄비
494,마라탕,malatang,C,중식-메인,"마라 향신료로 끓인 중국 탕.",46,15,냄비
495,마라샹궈,mala_xiangguo,C,중식-메인,"마라 향신료로 볶은 중국 요리.",46,15,후라이팬
496,북경카오야,beijing_kaoya,SR,중식-메인,"오리를 바삭하게 구운 북경 명품 요리.",139,75,오븐
497,불도장,buldojang,A,퓨전-메인,"불고기와 된장찌개를 섞은 퓨전 요리.",98,92,냄비
498,로제떡볶이,rose_tteokbokki,B,퓨전-메인,"떡볶이에 크림을 넣은 로제 떡볶이.",102,74,후라이팬
499,크림파스타,cream_pasta,C,양식-메인,"크림 소스를 입힌 부드러운 파스타.",112,89,냄비
500,트러플파스타,truffle_pasta,A,양식-메인,"트러플을 넣은 고급 파스타.",252,40,후라이팬
501,랍스타파스타,lobster_pasta,SR,양식-메인,"랍스터를 넣은 최고급 파스타.",111,24,냄비
502,캐비어파스타,caviar_pasta,SSR,양식-메인,"캐비어를 얹은 궁극의 파스타.",501,20,
503,트러플리조또,truffle_risotto,A,양식-메인,"트러플을 넣은 고급 리조또.",117,40,냄비
504,랍스타리조또,lobster_risotto,SR,양식-메인,"랍스터를 넣은 최고급 리조또.",117,24,냄비
505,송로버섯스테이크,truffle_steak,SR,양식-메인,"송로버섯을 곁들인 최고급 스테이크.",115,40,후라이팬
506,포와그라,foie_gras,SR,양식-메인,"거위 간을 구운 프랑스 최고급 요리.",18,75,후라이팬
507,비프웰링턴,beef_wellington,A,양식-메인,"소고기를 빵 반죽으로 감싸 구운 영국 요리.",62,42,오븐
508,오마카세,omakase,SSR,일식-메인,"최고급 재료로 만든 셰프 특선 코스.",146,305,
509,가이세키,kaiseki,SR,일식-메인,"계절 재료로 만든 일본 전통 코스 요리.",147,300,
510,샤토브리앙,chateaubriand,SR,양식-메인,"소고기 안심을 구운 프랑스 최고급 스테이크.",62,75,후라이팬
511,랍스터테르미도르,lobster_thermidor,SR,양식-메인,"랍스터에 치즈를 얹어 구운 프랑스 요리.",24,76,오븐
512,캐비어블리니,caviar_blini,A,양식-메인,"팬케이크에 캐비어를 얹은 러시아 고급 요리.",186,20,
513,트러플버거,truffle_burger,A,퓨전-메인,"트러플을 넣은 고급 햄버거.",114,40,
514,랍스터롤,lobster_roll,SR,양식-메인,"빵에 랍스터를 넣은 미국 고급 샌드위치.",47,24,
515,와규스테이크,wagyu_steak,SSR,일식-메인,"일본산 와규를 구운 최고급 스테이크.",62,,후라이팬
516,금박초밥,gold_leaf_sushi,SSR,일식-메인,"금박을 얹은 궁극의 초밥.",146,20,
517,트러플피자,truffle_pizza,A,양식-메인,"트러플을 얹은 고급 피자.",113,40,오븐
518,캐비어비빔밥,caviar_bibimbap,SR,퓨전-메인,"캐비어를 얹은 고급 비빔밥.",100,20,
519,금가루떡볶이,gold_powder_tteokbokki,A,퓨전-메인,"금가루를 뿌린 고급 떡볶이.",102,77,
520,트러플짜장면,truffle_jjajangmyeon,A,퓨전-메인,"트러플을 넣은 고급 짜장면.",131,40,후라이팬
